@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
221,'2026/05/06 10:38:45:625',2,0.679772,0.709385,0,0.627761,0.679952,-0.021058,0.590397,0.620319,-0.031737,0.592467,0.55342,-0.042955,0.627466,0.531701,-0.048648,0.630287,0.567202,-0.001733,0.62168,0.526037,-0.026248,0.619706,0.577172,-0.033255,0.630032,0.591132,-0.0348,0.661956,0.568338,-0.001515,0.650985,0.533056,-0.030612,0.646395,0.598608,-0.029201,0.656762,0.60562,-0.020408,0.692445,0.571933,-0.007494,0.683174,0.53796,-0.038781,0.673295,0.60047,-0.026359,0.680814,0.610893,-0.008936,0.723631,0.582232,-0.015534,0.717153,0.5434,-0.030201,0.705081,0.586173,-0.019632,0.707004,0.603878,-0.007234,0,1,0
222,'2026/05/06 10:38:45:668',2,0.680194,0.708732,0,0.627477,0.679111,-0.018891,0.589613,0.620411,-0.028038,0.591572,0.553009,-0.03844,0.626336,0.53107,-0.04375,0.629511,0.567067,0.004813,0.621913,0.523898,-0.01952,0.6191,0.573792,-0.028098,0.628895,0.588934,-0.030572,0.661145,0.568024,0.004361,0.650016,0.531638,-0.024725,0.645822,0.596614,-0.025137,0.656419,0.605991,-0.017201,0.691821,0.571173,-0.002473,0.68192,0.537328,-0.034386,0.672447,0.600558,-0.024169,0.680395,0.613458,-0.007635,0.723163,0.58081,-0.011082,0.715262,0.542818,-0.026605,0.703431,0.587141,-0.017072,0.705814,0.606943,-0.004971,0,1,0
223,'2026/05/06 10:38:45:708',2,0.681137,0.711003,0,0.628332,0.680971,-0.020433,0.590444,0.620907,-0.030449,0.59218,0.552647,-0.040907,0.626787,0.53277,-0.045609,0.630521,0.566593,0.00038,0.623113,0.525373,-0.023379,0.620775,0.577306,-0.030644,0.630082,0.58881,-0.032814,0.662218,0.568169,0.000634,0.652011,0.532643,-0.027773,0.647276,0.599082,-0.026656,0.656924,0.603539,-0.018182,0.692689,0.571584,-0.005317,0.683647,0.537792,-0.03568,0.67401,0.600555,-0.023562,0.681942,0.609629,-0.006564,0.72425,0.581545,-0.013307,0.716895,0.544754,-0.027438,0.705278,0.58787,-0.017115,0.708124,0.604535,-0.004994,0,1,0
224,'2026/05/06 10:38:45:778',2,0.682777,0.70771,0,0.629727,0.681005,-0.020475,0.590766,0.621605,-0.029633,0.590642,0.553305,-0.03901,0.625127,0.529919,-0.042787,0.625678,0.568815,0.000467,0.617778,0.527061,-0.022738,0.618686,0.578547,-0.029793,0.627691,0.58772,-0.031977,0.658362,0.568783,0.000898,0.648945,0.532868,-0.026839,0.647973,0.597301,-0.026207,0.655322,0.600511,-0.018441,0.689692,0.571063,-0.004736,0.682856,0.537292,-0.035105,0.676161,0.59956,-0.023556,0.681202,0.606235,-0.007232,0.721644,0.579068,-0.012292,0.716888,0.544513,-0.026414,0.707045,0.588177,-0.016257,0.708008,0.602485,-0.004567,0,1,0
225,'2026/05/06 10:38:45:808',2,0.682777,0.70771,0,0.629727,0.681005,-0.020475,0.590766,0.621605,-0.029633,0.590642,0.553305,-0.03901,0.625127,0.529919,-0.042787,0.625678,0.568815,0.000467,0.617778,0.527061,-0.022738,0.618686,0.578547,-0.029793,0.627691,0.58772,-0.031977,0.658362,0.568783,0.000898,0.648945,0.532868,-0.026839,0.647973,0.597301,-0.026207,0.655322,0.600511,-0.018441,0.689692,0.571063,-0.004736,0.682856,0.537292,-0.035105,0.676161,0.59956,-0.023556,0.681202,0.606235,-0.007232,0.721644,0.579068,-0.012292,0.716888,0.544513,-0.026414,0.707045,0.588177,-0.016257,0.708008,0.602485,-0.004567,0,1,0
226,'2026/05/06 10:38:45:840',2,0.681705,0.710808,0,0.628535,0.679725,-0.018066,0.590116,0.621741,-0.026876,0.590487,0.554786,-0.037138,0.62469,0.530734,-0.042365,0.629021,0.570271,0.006233,0.619886,0.527052,-0.01783,0.618154,0.575951,-0.026901,0.628115,0.588177,-0.030027,0.660575,0.570522,0.005064,0.64794,0.53256,-0.023914,0.645535,0.59497,-0.024913,0.656972,0.602162,-0.017539,0.691535,0.573106,-0.002455,0.680501,0.536496,-0.03399,0.672821,0.5973,-0.023981,0.68181,0.608103,-0.007808,0.723926,0.582189,-0.011753,0.714397,0.543239,-0.026806,0.703366,0.586422,-0.017051,0.706863,0.605263,-0.004971,0,1,0
227,'2026/05/06 10:38:45:871',2,0.681319,0.70698,0,0.62837,0.680138,-0.017013,0.589742,0.620731,-0.024661,0.59107,0.552809,-0.03394,0.62567,0.531912,-0.038577,0.627166,0.570998,0.006723,0.616351,0.526928,-0.017307,0.616034,0.57454,-0.026501,0.625779,0.587117,-0.029538,0.659006,0.570507,0.005286,0.645787,0.532891,-0.023114,0.645108,0.594945,-0.023699,0.655333,0.602859,-0.015945,0.689794,0.572729,-0.002414,0.678964,0.536505,-0.033469,0.672736,0.598022,-0.023264,0.680177,0.609489,-0.00689,0.722065,0.581258,-0.011845,0.713321,0.543659,-0.026786,0.703558,0.586977,-0.017286,0.706117,0.60469,-0.005421,0,1,0
228,'2026/05/06 10:38:45:904',2,0.681943,0.708549,0,0.628245,0.678818,-0.017275,0.589877,0.620393,-0.025175,0.590784,0.551858,-0.034512,0.625282,0.532313,-0.038965,0.628858,0.569739,0.007739,0.619634,0.526564,-0.014928,0.618007,0.574559,-0.023753,0.627728,0.587481,-0.026841,0.660357,0.56977,0.006975,0.648907,0.532818,-0.020282,0.64644,0.595632,-0.021312,0.656216,0.603841,-0.01422,0.691176,0.571928,0.000062,0.681637,0.537286,-0.03002,0.673913,0.59793,-0.020542,0.681358,0.610525,-0.004905,0.723387,0.580408,-0.008533,0.715942,0.541927,-0.022844,0.704978,0.585195,-0.013271,0.707052,0.60501,-0.001365,0,1,0
229,'2026/05/06 10:38:45:949',2,0.681414,0.709351,0,0.628374,0.680758,-0.019356,0.58987,0.620493,-0.028993,0.591112,0.551548,-0.039282,0.62632,0.532566,-0.044123,0.628766,0.567288,0.000201,0.621904,0.525503,-0.023529,0.620325,0.576307,-0.030391,0.629107,0.589181,-0.032093,0.660918,0.56842,-0.000211,0.650886,0.532572,-0.028598,0.646961,0.597324,-0.027736,0.655435,0.603187,-0.019489,0.691769,0.572084,-0.006586,0.683359,0.538456,-0.037132,0.673933,0.600433,-0.025413,0.680024,0.609115,-0.008716,0.723288,0.582564,-0.014789,0.717186,0.54531,-0.028773,0.705539,0.58835,-0.018287,0.707099,0.604645,-0.00618,0,1,0
230,'2026/05/06 10:38:45:994',2,0.680137,0.70907,0,0.626862,0.679732,-0.02089,0.589562,0.619917,-0.03081,0.591902,0.553221,-0.04123,0.627193,0.530363,-0.046132,0.627387,0.566219,0.000945,0.619134,0.523378,-0.023971,0.616969,0.573833,-0.032452,0.627541,0.585853,-0.035072,0.659396,0.567303,0.001437,0.648479,0.531924,-0.027922,0.644607,0.597979,-0.02737,0.655928,0.603779,-0.0189,0.690589,0.570399,-0.004529,0.680889,0.538141,-0.036409,0.671641,0.601147,-0.02504,0.68086,0.610599,-0.007921,0.722937,0.579736,-0.012499,0.714776,0.543067,-0.027765,0.703132,0.587129,-0.017705,0.706338,0.604695,-0.005356,0,1,0
231,'2026/05/06 10:38:46:042',2,0.680444,0.708494,0,0.62742,0.681061,-0.020173,0.589207,0.620839,-0.029712,0.590801,0.552969,-0.039743,0.625098,0.530352,-0.044285,0.626084,0.568047,0.000218,0.617892,0.524698,-0.023856,0.616834,0.574634,-0.031149,0.626367,0.585954,-0.033142,0.658392,0.568644,0.000333,0.647127,0.53187,-0.028629,0.644638,0.597266,-0.027649,0.654779,0.602322,-0.01903,0.689839,0.571144,-0.005788,0.679918,0.537367,-0.036992,0.672282,0.60022,-0.025481,0.680409,0.608459,-0.008647,0.722559,0.579765,-0.013847,0.714527,0.544025,-0.028686,0.70409,0.587817,-0.018886,0.707056,0.603546,-0.007072,0,1,0
232,'2026/05/06 10:38:46:075',2,0.681359,0.711031,0,0.628327,0.68142,-0.022175,0.590029,0.621805,-0.032978,0.591043,0.553548,-0.043827,0.626247,0.531232,-0.048765,0.628118,0.566054,-0.000737,0.620135,0.524031,-0.024944,0.61824,0.574945,-0.031967,0.627485,0.589106,-0.033497,0.659929,0.566406,0.000638,0.6492,0.532343,-0.028322,0.645564,0.599072,-0.027448,0.654993,0.605331,-0.018802,0.690609,0.569322,-0.004343,0.681547,0.538435,-0.035714,0.672451,0.601138,-0.024152,0.679782,0.610637,-0.007052,0.722225,0.579156,-0.011384,0.715417,0.543775,-0.026176,0.703829,0.587495,-0.016191,0.705749,0.604087,-0.003991,0,1,0
233,'2026/05/06 10:38:46:110',2,0.680906,0.707893,0,0.626969,0.677523,-0.018275,0.589216,0.618909,-0.026861,0.59043,0.551568,-0.036849,0.625017,0.529153,-0.041687,0.629369,0.56896,0.00702,0.619908,0.524817,-0.017719,0.617761,0.573753,-0.0275,0.627241,0.587418,-0.030728,0.660145,0.570329,0.00642,0.647829,0.531687,-0.022994,0.644859,0.595027,-0.024548,0.655182,0.602611,-0.01729,0.690443,0.57308,-0.000604,0.680171,0.536067,-0.03228,0.671833,0.597497,-0.022407,0.67973,0.608827,-0.006002,0.722171,0.581571,-0.009438,0.713677,0.542502,-0.024213,0.70259,0.585347,-0.014417,0.705302,0.603905,-0.002149,0,1,0
234,'2026/05/06 10:38:46:140',2,0.67884,0.705947,0,0.626655,0.67952,-0.0212,0.588592,0.61994,-0.031429,0.590109,0.553004,-0.041569,0.624116,0.531237,-0.046066,0.626801,0.565883,-0.003536,0.620345,0.525092,-0.02724,0.619139,0.577095,-0.033624,0.627835,0.588351,-0.035283,0.659117,0.567337,-0.002997,0.649861,0.532249,-0.031255,0.646054,0.598608,-0.029578,0.65422,0.602727,-0.021048,0.690181,0.570767,-0.008387,0.682687,0.537684,-0.038809,0.67372,0.601282,-0.025894,0.67974,0.608643,-0.008764,0.721866,0.580667,-0.015796,0.716147,0.546079,-0.030304,0.704491,0.590646,-0.019703,0.705689,0.605268,-0.007653,0,1,0
235,'2026/05/06 10:38:46:178',2,0.679761,0.708742,0,0.626021,0.678746,-0.018238,0.588015,0.621149,-0.027482,0.589274,0.554623,-0.038299,0.623627,0.529264,-0.044422,0.626287,0.569108,0.005768,0.616625,0.526465,-0.019826,0.6158,0.574422,-0.030184,0.625556,0.588206,-0.033724,0.657797,0.569322,0.00446,0.644953,0.531778,-0.025375,0.643531,0.594202,-0.027038,0.654368,0.602176,-0.019862,0.688919,0.572043,-0.003287,0.677905,0.536284,-0.035903,0.671001,0.597928,-0.026242,0.67902,0.608981,-0.009947,0.721538,0.580975,-0.012775,0.712058,0.54294,-0.028517,0.702314,0.586808,-0.018803,0.705622,0.605034,-0.006542,0,1,0
236,'2026/05/06 10:38:46:216',2,0.678954,0.707323,0,0.625959,0.676895,-0.01943,0.588293,0.617036,-0.028731,0.590127,0.550481,-0.03864,0.62462,0.531324,-0.043152,0.628739,0.565082,0.000411,0.618348,0.523389,-0.023012,0.616275,0.572859,-0.030359,0.626741,0.584376,-0.032504,0.660387,0.566886,0.000308,0.648085,0.531535,-0.028212,0.644372,0.596655,-0.027406,0.655517,0.603352,-0.018997,0.691306,0.570179,-0.005792,0.680351,0.537125,-0.036364,0.67158,0.599273,-0.02501,0.680645,0.609746,-0.008263,0.722935,0.579742,-0.013794,0.714104,0.542731,-0.028417,0.703065,0.585627,-0.018591,0.706711,0.602862,-0.006614,0,1,0
237,'2026/05/06 10:38:46:247',2,0.678954,0.707323,0,0.625959,0.676895,-0.01943,0.588293,0.617036,-0.028731,0.590127,0.550481,-0.03864,0.62462,0.531324,-0.043152,0.628739,0.565082,0.000411,0.618348,0.523389,-0.023012,0.616275,0.572859,-0.030359,0.626741,0.584376,-0.032504,0.660387,0.566886,0.000308,0.648085,0.531535,-0.028212,0.644372,0.596655,-0.027406,0.655517,0.603352,-0.018997,0.691306,0.570179,-0.005792,0.680351,0.537125,-0.036364,0.67158,0.599273,-0.02501,0.680645,0.609746,-0.008263,0.722935,0.579742,-0.013794,0.714104,0.542731,-0.028417,0.703065,0.585627,-0.018591,0.706711,0.602862,-0.006614,0,1,0
238,'2026/05/06 10:38:46:279',2,0.678584,0.705844,0,0.625309,0.67496,-0.019063,0.58866,0.617182,-0.028321,0.589508,0.551671,-0.038959,0.623234,0.530378,-0.044718,0.626835,0.567017,0.005909,0.617011,0.524893,-0.02016,0.615079,0.572856,-0.030748,0.625648,0.586387,-0.034345,0.65787,0.56742,0.005112,0.645773,0.529919,-0.025535,0.642711,0.592923,-0.02726,0.654233,0.600809,-0.019667,0.688865,0.569757,-0.002305,0.678102,0.536268,-0.035108,0.670298,0.597058,-0.025564,0.67958,0.606973,-0.009017,0.721471,0.578035,-0.011602,0.71192,0.541398,-0.026809,0.701568,0.584323,-0.017021,0.705495,0.601394,-0.004647,0,1,0
239,'2026/05/06 10:38:46:310',2,0.678136,0.704947,0,0.625825,0.676192,-0.019101,0.588254,0.617616,-0.028492,0.589842,0.551528,-0.03866,0.624744,0.53042,-0.04358,0.628462,0.56602,0.001193,0.619055,0.524913,-0.022575,0.61685,0.573527,-0.030235,0.626768,0.585299,-0.03246,0.659696,0.567551,0.00081,0.646863,0.531758,-0.028257,0.643497,0.595657,-0.028033,0.654842,0.601872,-0.019799,0.690283,0.570506,-0.005605,0.678314,0.537392,-0.036869,0.670013,0.598887,-0.025989,0.67957,0.608358,-0.009348,0.722153,0.57969,-0.013803,0.711821,0.542122,-0.028694,0.701091,0.58541,-0.018706,0.705337,0.60287,-0.006503,0,1,0
240,'2026/05/06 10:38:46:340',2,0.678792,0.705027,0,0.626141,0.675903,-0.017788,0.588246,0.618331,-0.026859,0.589372,0.552179,-0.037182,0.623738,0.530217,-0.04261,0.625745,0.565586,0.003387,0.616749,0.524077,-0.02141,0.615531,0.572963,-0.030976,0.625262,0.586066,-0.034383,0.657347,0.566542,0.002158,0.645468,0.530213,-0.026641,0.64331,0.593987,-0.027364,0.653087,0.602528,-0.020077,0.688372,0.569486,-0.005145,0.677975,0.535262,-0.035895,0.670345,0.597492,-0.025155,0.677649,0.609153,-0.008887,0.720554,0.579064,-0.014222,0.71198,0.541976,-0.028698,0.701349,0.585457,-0.018617,0.703719,0.60332,-0.006562,0,1,0
241,'2026/05/06 10:38:46:371',2,0.679762,0.706302,0,0.626596,0.678651,-0.020068,0.588633,0.618023,-0.029738,0.590813,0.54969,-0.040052,0.625434,0.529491,-0.044845,0.628934,0.565035,0.000538,0.622264,0.521313,-0.024518,0.620248,0.573223,-0.032906,0.62891,0.588017,-0.035263,0.660199,0.56669,0.000622,0.650198,0.529998,-0.028669,0.646315,0.595486,-0.028536,0.655307,0.602756,-0.020434,0.690353,0.569708,-0.005521,0.681954,0.534944,-0.036539,0.672597,0.597603,-0.025051,0.679378,0.608159,-0.008166,0.721527,0.57884,-0.013662,0.714774,0.542271,-0.028223,0.703526,0.585391,-0.018268,0.705744,0.602536,-0.006217,0,1,0
242,'2026/05/06 10:38:46:402',2,0.682094,0.707771,0,0.627284,0.677663,-0.017903,0.588082,0.619442,-0.026496,0.589405,0.551225,-0.03655,0.623379,0.526276,-0.041798,0.625369,0.567706,0.007211,0.614399,0.52501,-0.017342,0.614518,0.573047,-0.027106,0.624907,0.586226,-0.030367,0.656969,0.566666,0.006009,0.643875,0.529748,-0.022807,0.643352,0.591808,-0.02427,0.653853,0.59896,-0.017085,0.688142,0.568457,-0.001581,0.677586,0.534379,-0.033702,0.671457,0.59577,-0.024301,0.679248,0.606367,-0.008229,0.720827,0.576471,-0.010862,0.711423,0.540134,-0.026404,0.70236,0.584094,-0.016791,0.705731,0.601689,-0.004569,0,1,0
243,'2026/05/06 10:38:46:433',2,0.678504,0.705322,0,0.625769,0.676746,-0.018835,0.588193,0.618285,-0.027875,0.589036,0.551601,-0.038022,0.622504,0.530033,-0.043019,0.627985,0.567204,0.004418,0.620528,0.523975,-0.02066,0.618286,0.572876,-0.030581,0.627013,0.586372,-0.033995,0.658987,0.568081,0.004084,0.647687,0.530923,-0.025406,0.644709,0.594695,-0.026764,0.654604,0.602647,-0.019383,0.689433,0.570028,-0.002591,0.679093,0.535749,-0.033741,0.67121,0.59703,-0.023982,0.679185,0.607853,-0.007934,0.721167,0.577693,-0.011125,0.712186,0.542256,-0.025691,0.702169,0.584741,-0.016455,0.705792,0.601731,-0.004744,0,1,0
244,'2026/05/06 10:38:46:464',2,0.679492,0.705085,0,0.626438,0.677523,-0.01882,0.58775,0.619817,-0.027898,0.588987,0.552174,-0.03803,0.623189,0.527952,-0.043298,0.624873,0.568505,0.004375,0.614888,0.52519,-0.019865,0.614961,0.573422,-0.028897,0.624515,0.586204,-0.031758,0.65697,0.567857,0.003866,0.644317,0.530567,-0.024769,0.644166,0.593636,-0.02565,0.653932,0.601147,-0.018186,0.688223,0.569584,-0.002893,0.678508,0.534697,-0.034643,0.672321,0.596854,-0.024795,0.679132,0.6079,-0.008614,0.720537,0.57739,-0.011366,0.712606,0.540325,-0.02684,0.703067,0.584897,-0.017301,0.705056,0.602903,-0.005292,0,1,0
245,'2026/05/06 10:38:46:512',2,0.677536,0.706914,0,0.625205,0.675163,-0.018156,0.588189,0.616945,-0.026798,0.589798,0.550641,-0.036832,0.623787,0.529032,-0.041738,0.628832,0.566483,0.006545,0.620006,0.523199,-0.017895,0.6172,0.572245,-0.02747,0.62667,0.584485,-0.03072,0.659539,0.567822,0.005816,0.64777,0.530402,-0.023366,0.643964,0.594307,-0.024563,0.654932,0.601305,-0.016964,0.690176,0.570269,-0.001299,0.679551,0.535871,-0.032327,0.67094,0.59702,-0.022549,0.68,0.607193,-0.006316,0.72238,0.578517,-0.010254,0.713284,0.541124,-0.024419,0.702293,0.583324,-0.014725,0.706101,0.600595,-0.002602,0,1,0
246,'2026/05/06 10:38:46:548',2,0.67941,0.702412,0,0.625733,0.67349,-0.016757,0.588053,0.617175,-0.024984,0.588957,0.550827,-0.03501,0.6232,0.527457,-0.040465,0.626708,0.56833,0.008984,0.617134,0.525486,-0.015249,0.616716,0.572636,-0.025427,0.625979,0.587012,-0.02894,0.658118,0.568355,0.007595,0.645939,0.531064,-0.020714,0.645176,0.592488,-0.023016,0.654668,0.600982,-0.016515,0.688988,0.570649,-0.000029,0.679197,0.534938,-0.030874,0.672717,0.595454,-0.021645,0.679412,0.607298,-0.005965,0.721215,0.579104,-0.009286,0.713146,0.541411,-0.023608,0.702775,0.584455,-0.013778,0.704648,0.602711,-0.001672,0,1,0
247,'2026/05/06 10:38:46:606',2,0.68082,0.706215,0,0.628243,0.676866,-0.020694,0.589979,0.616642,-0.031634,0.591647,0.548781,-0.043077,0.628593,0.527685,-0.049005,0.628071,0.563628,-0.001355,0.620917,0.520557,-0.027209,0.619424,0.571629,-0.036057,0.628865,0.586023,-0.038737,0.66036,0.565175,-0.001058,0.650546,0.530234,-0.030616,0.647046,0.59605,-0.030482,0.655402,0.602642,-0.022651,0.691275,0.568893,-0.006922,0.683975,0.535617,-0.038539,0.674163,0.598355,-0.026682,0.679495,0.608736,-0.009592,0.722713,0.579433,-0.014747,0.717726,0.54203,-0.029748,0.705405,0.586052,-0.019238,0.705419,0.604123,-0.006744,0,1,0
248,'2026/05/06 10:38:46:638',2,0.678245,0.70023,0,0.62654,0.672897,-0.01798,0.590097,0.615014,-0.026176,0.592175,0.549166,-0.035466,0.625969,0.52718,-0.039935,0.627432,0.566693,0.004188,0.617951,0.522835,-0.01947,0.616664,0.570518,-0.028238,0.626405,0.583248,-0.031119,0.659066,0.567154,0.003628,0.647935,0.528938,-0.0244,0.645584,0.591863,-0.025103,0.655274,0.600011,-0.017687,0.690162,0.569269,-0.002967,0.681087,0.53433,-0.033458,0.673383,0.595358,-0.023328,0.680797,0.606746,-0.007309,0.722732,0.577344,-0.011307,0.715829,0.539942,-0.025982,0.704927,0.582864,-0.016338,0.706676,0.600872,-0.004475,0,1,0
249,'2026/05/06 10:38:46:671',2,0.680943,0.701626,0,0.62733,0.673408,-0.01723,0.589385,0.615372,-0.025572,0.590613,0.548072,-0.035382,0.625612,0.526307,-0.040368,0.626446,0.566897,0.005655,0.618409,0.521431,-0.019155,0.617388,0.569884,-0.028947,0.625975,0.584803,-0.032148,0.658044,0.567754,0.004587,0.647534,0.528028,-0.024409,0.646144,0.591245,-0.025909,0.654305,0.601133,-0.01885,0.689115,0.569837,-0.002577,0.680947,0.532727,-0.033788,0.673918,0.594848,-0.023665,0.679394,0.608729,-0.007362,0.721324,0.577793,-0.01144,0.715503,0.540103,-0.026354,0.7053,0.583717,-0.016643,0.706021,0.602972,-0.004609,0,1,0
250,'2026/05/06 10:38:46:702',2,0.679357,0.703079,0,0.626644,0.674963,-0.018377,0.589551,0.615247,-0.026589,0.592095,0.547777,-0.035858,0.627024,0.527706,-0.040128,0.627621,0.566158,0.00385,0.619813,0.523051,-0.019716,0.617808,0.572424,-0.027988,0.6265,0.584596,-0.03063,0.659427,0.56682,0.003304,0.649138,0.529577,-0.025062,0.646153,0.593322,-0.025274,0.655173,0.600477,-0.017481,0.690475,0.569226,-0.003357,0.681972,0.533997,-0.034182,0.673641,0.595825,-0.023506,0.68019,0.606247,-0.007069,0.722726,0.577785,-0.011817,0.716349,0.54078,-0.02629,0.705029,0.584175,-0.016357,0.706328,0.601285,-0.004379,0,1,0
251,'2026/05/06 10:38:46:741',2,0.677005,0.700451,0,0.625668,0.672573,-0.018427,0.589725,0.61461,-0.027427,0.591651,0.549264,-0.037486,0.62592,0.528611,-0.042634,0.628153,0.566112,0.002509,0.620356,0.523034,-0.021733,0.617957,0.570528,-0.029965,0.626496,0.583631,-0.032229,0.659719,0.567302,0.002005,0.64898,0.530171,-0.026968,0.645671,0.593544,-0.027231,0.65501,0.601348,-0.01916,0.690889,0.569917,-0.00455,0.681123,0.535836,-0.035695,0.673227,0.596595,-0.025279,0.680671,0.60704,-0.008809,0.723159,0.578421,-0.012811,0.715328,0.540278,-0.027733,0.705151,0.583362,-0.01793,0.707982,0.601164,-0.005778,0,1,0
252,'2026/05/06 10:38:46:776',2,0.679694,0.705035,0,0.626413,0.674003,-0.017085,0.589484,0.616032,-0.024938,0.591243,0.549308,-0.034516,0.626052,0.526682,-0.039381,0.626882,0.568561,0.008919,0.617731,0.524971,-0.015112,0.61696,0.572744,-0.02478,0.626286,0.58489,-0.028065,0.658469,0.5686,0.007658,0.64664,0.530622,-0.020709,0.645599,0.592197,-0.022233,0.655932,0.599128,-0.015125,0.689554,0.57103,0.000009,0.679566,0.534942,-0.030777,0.673096,0.594879,-0.021251,0.680921,0.605635,-0.005312,0.722346,0.579541,-0.009388,0.713648,0.540956,-0.02348,0.703717,0.582796,-0.013755,0.706744,0.600462,-0.001799,0,1,0
253,'2026/05/06 10:38:46:809',2,0.678268,0.702049,0,0.625745,0.67408,-0.017734,0.588866,0.615792,-0.026073,0.591541,0.549955,-0.035578,0.626582,0.527793,-0.040184,0.626313,0.566523,0.003764,0.617693,0.522972,-0.020071,0.616234,0.570496,-0.028643,0.625877,0.583682,-0.031397,0.658079,0.567339,0.002921,0.646884,0.530053,-0.025458,0.644316,0.592934,-0.025943,0.654077,0.600931,-0.018377,0.689337,0.569994,-0.00394,0.67988,0.535632,-0.034581,0.671982,0.596429,-0.023969,0.679231,0.606987,-0.007665,0.721999,0.578917,-0.012529,0.715003,0.541025,-0.027187,0.704046,0.584102,-0.017226,0.70595,0.601786,-0.005147,0,1,0
254,'2026/05/06 10:38:46:845',2,0.67704,0.703154,0,0.624456,0.674138,-0.017311,0.58746,0.614953,-0.025526,0.590322,0.547776,-0.03522,0.626491,0.528103,-0.040073,0.626185,0.564814,0.005481,0.619099,0.521807,-0.019341,0.616937,0.571353,-0.029148,0.626259,0.584759,-0.032683,0.658311,0.566269,0.004177,0.648198,0.528946,-0.024487,0.644902,0.592447,-0.025216,0.65436,0.600567,-0.017836,0.689541,0.569592,-0.003346,0.681273,0.534352,-0.034277,0.672293,0.595881,-0.023495,0.678946,0.607131,-0.007002,0.721848,0.579413,-0.012636,0.715821,0.541012,-0.026967,0.703936,0.584459,-0.016571,0.705113,0.602938,-0.00426,0,1,0
255,'2026/05/06 10:38:46:868',2,0.676861,0.701547,0,0.624649,0.675881,-0.019407,0.587483,0.614919,-0.028261,0.590832,0.546257,-0.037705,0.627364,0.527181,-0.041867,0.625652,0.566974,-0.000129,0.619006,0.524633,-0.023424,0.617426,0.574782,-0.03005,0.626725,0.587619,-0.031747,0.657861,0.56643,-0.000204,0.648506,0.530223,-0.028555,0.64534,0.595104,-0.027479,0.654388,0.601354,-0.01913,0.689091,0.568137,-0.006173,0.681548,0.534129,-0.037388,0.672637,0.596783,-0.025443,0.67886,0.606487,-0.008407,0.721182,0.576698,-0.013961,0.715905,0.539907,-0.029062,0.704354,0.583838,-0.018796,0.705397,0.600885,-0.006699,0,1,0
256,'2026/05/06 10:38:46:900',2,0.676832,0.704004,0,0.62453,0.671968,-0.015923,0.588298,0.613689,-0.023585,0.590423,0.54744,-0.033248,0.625057,0.526029,-0.038175,0.627213,0.565678,0.009612,0.618782,0.520904,-0.015271,0.61645,0.568814,-0.025888,0.625146,0.58283,-0.029598,0.657782,0.566886,0.007858,0.646822,0.527447,-0.021183,0.643694,0.589634,-0.023276,0.653109,0.598611,-0.016241,0.688091,0.56957,-0.000195,0.678786,0.533534,-0.030954,0.670896,0.593592,-0.021551,0.678375,0.605362,-0.0055,0.72015,0.578323,-0.009914,0.71268,0.540075,-0.023869,0.702503,0.581484,-0.014104,0.705568,0.599149,-0.001911,0,1,0
